season,week,game_id,team,sack_rate_roll6,qb_hit_rate_roll6,tfl_rate_roll6
2019,9,2019_09_CLE_DEN,CLE,0.08238690191151991,0.14315592365252808,0.09734093067426401
2019,10,2019_10_BUF_CLE,CLE,0.08507841329868347,0.14605447437716573,0.10011870845204178
2019,11,2019_11_PIT_CLE,CLE,0.0807133339336041,0.15339574421843558,0.0862298195631529
2019,12,2019_12_MIA_CLE,CLE,0.07705836317337018,0.16527439918919581,0.09595204178537513
2019,13,2019_13_CLE_PIT,CLE,0.08180955097031942,0.16702483679859817,0.08761870845204178
2019,14,2019_14_CIN_CLE,CLE,0.0754964196571881,0.16492045969422106,0.08094135802469136
2019,15,2019_15_CLE_ARI,CLE,0.0708059881374883,0.1681516458522365,0.0616263440860215
2019,16,2019_16_BAL_CLE,CLE,0.04906685770270569,0.13191976179426548,0.05924539170506913
2019,17,2019_17_CLE_CIN,CLE,0.045098603734451716,0.13358386829708166,0.06757872503840247
2020,1,2020_01_CLE_BAL,CLE,,,
2020,2,2020_02_CIN_CLE,CLE,,,
2020,3,2020_03_WAS_CLE,CLE,,,
2020,4,2020_04_CLE_DAL,CLE,,,
2020,5,2020_05_IND_CLE,CLE,,,
2020,6,2020_06_CLE_PIT,CLE,,,
2020,7,2020_07_CLE_CIN,CLE,0.05851707215144122,0.09775817181711394,0.0888069888069888
2020,8,2020_08_LV_CLE,CLE,0.05943282306719214,0.09317941723835937,0.07690222690222691
2020,10,2020_10_HOU_CLE,CLE,0.06444083588770495,0.08777076339220552,0.052828152828152834
2020,11,2020_11_PHI_CLE,CLE,0.062357502554371634,0.09089576339220552,0.0604039104039104
2020,12,2020_12_CLE_JAX,CLE,0.07512631975867269,0.12718608597285067,0.057070577070577076
2020,13,2020_13_CLE_TEN,CLE,0.07022435897435897,0.11168529106029106,0.057070577070577076
2020,14,2020_14_BAL_CLE,CLE,0.0673076923076923,0.11571306883806885,0.06472823472823473
2020,15,2020_15_CLE_NYG,CLE,0.08115384615384615,0.12314896627396628,0.05390572390572391
2020,16,2020_16_CLE_NYJ,CLE,0.07338383838383838,0.13053047365547366,0.06607503607503608
2020,17,2020_17_PIT_CLE,CLE,0.07249098124098124,0.13871499746499746,0.06072744249214838
2021,1,2021_01_CLE_KC,CLE,,,
2021,2,2021_02_HOU_CLE,CLE,,,
2021,3,2021_03_CHI_CLE,CLE,,,
2021,4,2021_04_CLE_MIN,CLE,,,
2021,5,2021_05_CLE_LAC,CLE,,,
2021,6,2021_06_ARI_CLE,CLE,,,
2021,7,2021_07_DEN_CLE,CLE,0.0918230788451928,0.20702753591153142,0.07462455288542245
2021,8,2021_08_PIT_CLE,CLE,0.09279987982199378,0.19616062504462053,0.06737817607382825
2021,9,2021_09_CLE_CIN,CLE,0.09579133281344676,0.20086147974547522,0.05919365226430443
2021,10,2021_10_CLE_NE,CLE,0.06179769133631299,0.1651559282658959,0.04637313944379162
2021,11,2021_11_DET_CLE,CLE,0.06536911990774157,0.13956069017065778,0.03933989136195019
2021,12,2021_12_CLE_BAL,CLE,0.058122743096147365,0.12144474814167229,0.061079021796732795
2021,14,2021_14_BAL_CLE,CLE,0.05750999799810814,0.1254275912789272,0.05207001278772378
2021,15,2021_15_LV_CLE,CLE,0.062170585637419194,0.12765656797598898,0.06656276641091219
2021,16,2021_16_CLE_GB,CLE,0.06195691042374397,0.11462237994180095,0.06427109974424552
2021,17,2021_17_CLE_PIT,CLE,0.04422641396984326,0.0952231308804743,0.0781599886331344
2021,18,2021_18_CIN_CLE,CLE,0.039266096509525804,0.09720725786460128,0.06883045036621473
2022,1,2022_01_CLE_CAR,CLE,,,
2022,2,2022_02_NYJ_CLE,CLE,,,
2022,3,2022_03_PIT_CLE,CLE,,,
2022,4,2022_04_CLE_ATL,CLE,,,
2022,5,2022_05_LAC_CLE,CLE,,,
2022,6,2022_06_NE_CLE,CLE,,,
2022,7,2022_07_CLE_BAL,CLE,0.05600257733064871,0.10978661834873228,0.07754909586339072
2022,8,2022_08_CIN_CLE,CLE,0.0608129904602469,0.13214089112745328,0.08771655997822327
2022,10,2022_10_CLE_MIA,CLE,0.07455412521201994,0.13941039467355257,0.054383226644889926
2022,11,2022_11_CLE_BUF,CLE,0.07440558094582862,0.1342113453568562,0.05943373169539498
2022,12,2022_12_TB_CLE,CLE,0.07756650048605851,0.11553318443731596,0.05509199500071712
2022,13,2022_13_CLE_HOU,CLE,0.08367416094154506,0.12412531694249195,0.07519003421640338
2022,14,2022_14_CLE_CIN,CLE,0.07441490168228579,0.123199391016566,0.07127153891859775
2022,15,2022_15_BAL_CLE,CLE,0.057622921732411105,0.09838736094137805,0.058742401389460214
2022,16,2022_16_NO_CLE,CLE,0.05194110355059293,0.09863988619390329,0.07064716329422212
2022,17,2022_17_CLE_WAS,CLE,0.047039142766279206,0.09373792540958958,0.06987016251722133
2022,18,2022_18_CLE_PIT,CLE,0.0516739221507805,0.09763114009257068,0.06417328917328917
2023,1,2023_01_CIN_CLE,CLE,,,
2023,2,2023_02_CLE_PIT,CLE,,,
2023,3,2023_03_TEN_CLE,CLE,,,
2023,4,2023_04_BAL_CLE,CLE,,,
2023,6,2023_06_SF_CLE,CLE,,,
2023,7,2023_07_CLE_IND,CLE,,,
2023,8,2023_08_CLE_SEA,CLE,0.11208366343170266,0.23922723971743579,0.14083333333333334
2023,9,2023_09_ARI_CLE,CLE,0.1066657067753559,0.20336552661114063,0.16191176470588234
2023,10,2023_10_CLE_BAL,CLE,0.1394589166518991,0.21725441550002952,0.17129127408539171
2023,11,2023_11_PIT_CLE,CLE,0.13091190810489056,0.20400655225216627,0.14768016297428063
2023,12,2023_12_CLE_DEN,CLE,0.12431366763568234,0.18005738314170686,0.16088917618329382
2023,13,2023_13_CLE_LA,CLE,0.11489337778060989,0.17570955705475033,0.1622566975508152
2023,14,2023_14_JAX_CLE,CLE,0.09020201975591853,0.15385436853289514,0.15642336421748188
2023,15,2023_15_CHI_CLE,CLE,0.09793726696484994,0.1770601101596894,0.16034493284493284
2023,16,2023_16_CLE_HOU,CLE,0.06635529739838426,0.1486363375498703,0.17004510921177587
2023,17,2023_17_NYJ_CLE,CLE,0.05655849043176597,0.14186323643714652,0.17004510921177587
2023,18,2023_18_CLE_CIN,CLE,0.04752165675526174,0.13808835654696122,0.15539309455976122
2024,1,2024_01_DAL_CLE,CLE,,,
2024,2,2024_02_CLE_JAX,CLE,,,
2024,3,2024_03_NYG_CLE,CLE,,,
2024,4,2024_04_CLE_LV,CLE,,,
2024,5,2024_05_CLE_WAS,CLE,,,
2024,6,2024_06_CLE_PHI,CLE,,,
2024,7,2024_07_CIN_CLE,CLE,0.07826236792081194,0.14849245579795864,0.11522694039301544
2024,8,2024_08_BAL_CLE,CLE,0.08183379649224051,0.1651591224646253,0.1285602737263488
2024,9,2024_09_LAC_CLE,CLE,0.07442107530620512,0.15930068152727475,0.12062376578984085
2024,11,2024_11_CLE_NO,CLE,0.09571509660022642,0.16926519149178473,0.14123064984781183
2024,12,2024_12_PIT_CLE,CLE,0.08845013933526914,0.1547352769618702,0.15354592078377247
2024,13,2024_13_CLE_DEN,CLE,0.09192895021445953,0.18272389176262924,0.16825180313671362
2024,14,2024_14_CLE_PIT,CLE,0.08551869380420313,0.17942718846592595,0.17537431025922076
2024,15,2024_15_KC_CLE,CLE,0.0738343904532331,0.1869227792948501,0.16299335787826838
2024,16,2024_16_CLE_CIN,CLE,0.0616392685020136,0.20846749474200454,0.16299335787826835
2024,17,2024_17_MIA_CLE,CLE,0.0509440813362382,0.19717813051146385,0.1419129889718125
2024,18,2024_18_CLE_BAL,CLE,0.06761074800290486,0.23051146384479718,0.1674861812116714
2016,1,2016_01_NYG_DAL,DAL,,,
2016,2,2016_02_DAL_WAS,DAL,,,
2016,3,2016_03_CHI_DAL,DAL,,,
2016,4,2016_04_DAL_SF,DAL,,,
2016,5,2016_05_CIN_DAL,DAL,,,
2016,6,2016_06_DAL_GB,DAL,,,
2016,8,2016_08_PHI_DAL,DAL,0.047024117140396206,0.09308893195521102,0.12679327629418372
2016,9,2016_09_DAL_CLE,DAL,0.04655130390162552,0.10325441658878076,0.1545710540719615
2016,10,2016_10_DAL_PIT,DAL,0.0611122358012671,0.10426248110490981,0.1930325925335
2016,11,2016_11_BAL_DAL,DAL,0.061046876324142914,0.1107330693402039,0.18050126421269796
2016,12,2016_12_WAS_DAL,DAL,0.0587320615093281,0.1107330693402039,0.17259896536212327
2016,13,2016_13_DAL_MIN,DAL,0.04391724669451328,0.09344911872291996,0.19891475483580748
2016,14,2016_14_DAL_NYG,DAL,0.049845199270892676,0.11898491443655425,0.18685335132703554
2016,15,2016_15_TB_DAL,DAL,0.055335933656616765,0.11921369503595942,0.15339375536743957
2016,16,2016_16_DET_DAL,DAL,0.050924574406547844,0.12541716898136884,0.14826555023923446
2016,17,2016_17_DAL_PHI,DAL,0.06098993388367202,0.14561324741274143,0.12151116427432218
2017,1,2017_01_NYG_DAL,DAL,,,
2017,2,2017_02_DAL_DEN,DAL,,,
2017,3,2017_03_DAL_ARI,DAL,,,
2017,4,2017_04_LA_DAL,DAL,,,
2017,5,2017_05_GB_DAL,DAL,,,
2017,7,2017_07_DAL_SF,DAL,,,
2017,8,2017_08_DAL_WAS,DAL,0.08400975464136519,0.15623917490165976,0.13525895251701703
2017,9,2017_09_KC_DAL,DAL,0.08731850865913793,0.17486273323026633,0.14359228585035036
2017,10,2017_10_DAL_ATL,DAL,0.08677384634976974,0.17404573976621399,0.14831563267896034
2017,11,2017_11_PHI_DAL,DAL,0.07381088338680679,0.1623173447044856,0.15578528720743842
2017,12,2017_12_LAC_DAL,DAL,0.06930637888230227,0.1686236510107919,0.14313506582856428
2017,13,2017_13_WAS_DAL,DAL,0.04969853574504737,0.15436340145642471,0.15161991431341276
2017,14,2017_14_DAL_NYG,DAL,0.046578853385433085,0.15606504637985066,0.1488288457328705
2017,15,2017_15_DAL_OAK,DAL,0.031074977416440833,0.13929726747860363,0.1381008763842115
2017,16,2017_16_SEA_DAL,DAL,0.021815718157181575,0.14733820315111826,0.1495425239814655
2017,17,2017_17_DAL_PHI,DAL,0.03709349593495935,0.16678264759556272,0.14366017104028903
2018,1,2018_01_DAL_CAR,DAL,,,
2018,2,2018_02_NYG_DAL,DAL,,,
2018,3,2018_03_DAL_SEA,DAL,,,
2018,4,2018_04_DET_DAL,DAL,,,
2018,5,2018_05_DAL_HOU,DAL,,,
2018,6,2018_06_JAX_DAL,DAL,,,
2018,7,2018_07_DAL_WAS,DAL,0.08524273938067041,0.17709127398782573,0.1266164417492691
2018,9,2018_09_TEN_DAL,DAL,0.07441161648058199,0.17333353747146849,0.15297376498159232
2018,10,2018_10_DAL_PHI,DAL,0.0746136366826022,0.1719193960573271,0.13282125953496923
2018,11,2018_11_DAL_ATL,DAL,0.0699552515894345,0.15794424077782399,0.14083408004778972
2018,12,2018_12_WAS_DAL,DAL,0.06831724995143286,0.17377825661183985,0.1436118578255675
2018,13,2018_13_NO_DAL,DAL,0.07680866819894867,0.16519650412764833,0.1304398148148148
2018,14,2018_14_PHI_DAL,DAL,0.07067839999971495,0.15849152328473645,0.11143396686159844
2018,15,2018_15_DAL_IND,DAL,0.074072065158086,0.16377055797553583,0.13449944305207462
2018,16,2018_16_TB_DAL,DAL,0.05387004495606579,0.1570365512415291,0.13806069661332818
2018,17,2018_17_DAL_NYG,DAL,0.056427589713099045,0.1614412116564197,0.13111625216888376
2019,1,2019_01_NYG_DAL,DAL,,,
2019,2,2019_02_DAL_WAS,DAL,,,
2019,3,2019_03_MIA_DAL,DAL,,,
2019,4,2019_04_DAL_NO,DAL,,,
2019,5,2019_05_GB_DAL,DAL,,,
2019,6,2019_06_DAL_NYJ,DAL,,,
2019,7,2019_07_PHI_DAL,DAL,0.062023666457545264,0.13296834416914027,0.0702198056745048
2019,9,2019_09_DAL_NYG,DAL,0.07586368522367241,0.1412958130877422,0.07232064601063924
2019,10,2019_10_MIN_DAL,DAL,0.0895936623403772,0.16436980240887109,0.07766823959352695
2019,11,2019_11_DAL_DET,DAL,0.08313198676105459,0.1608047400202793,0.09387194329723066
2019,12,2019_12_DAL_NE,DAL,0.07598912961819744,0.16556664478218405,0.09938340714202783
2019,13,2019_13_BUF_DAL,DAL,0.07527687890594673,0.16805952227506157,0.10108625941959275
2019,14,2019_14_DAL_CHI,DAL,0.0884614630844457,0.18699123289034217,0.11726273000782804
2019,15,2019_15_LA_DAL,DAL,0.08132109387511098,0.17340711585794924,0.12006385045600731
2019,16,2019_16_DAL_PHI,DAL,0.06926575790673153,0.15535704998179645,0.1271345575267144
2019,17,2019_17_WAS_DAL,DAL,0.06842883777282431,0.13323844644281987,0.12620863160078846
2020,1,2020_01_DAL_LA,DAL,,,
2020,2,2020_02_ATL_DAL,DAL,,,
2020,3,2020_03_DAL_SEA,DAL,,,
2020,4,2020_04_CLE_DAL,DAL,,,
2020,5,2020_05_NYG_DAL,DAL,,,
2020,6,2020_06_ARI_DAL,DAL,,,
2020,7,2020_07_DAL_WAS,DAL,0.05032358844858845,0.12078299015799016,0.06173106168323767
2020,8,2020_08_DAL_PHI,DAL,0.05702001702001702,0.12896751396751396,0.07027807023024622
2020,9,2020_09_PIT_DAL,DAL,0.07294853294853294,0.14217652717652718,0.06918874561150982
2020,11,2020_11_DAL_MIN,DAL,0.05813371813371813,0.11979327435849174,0.07488675130951553
2020,12,2020_12_WAS_DAL,DAL,0.0584493746993747,0.14615059759081497,0.07418588223185925
2020,13,2020_13_DAL_BAL,DAL,0.0658567821067821,0.13781726425748167,0.06646983284914319
2020,14,2020_14_DAL_CIN,DAL,0.05919011544011544,0.131150597590815,0.07071693709624743
2020,15,2020_15_SF_DAL,DAL,0.055618686868686866,0.12400774044795783,0.06772548410479445
2020,16,2020_16_PHI_DAL,DAL,0.04282407407407407,0.11592693236714975,0.06309585447516482
2020,17,2020_17_DAL_NYG,DAL,0.05472883597883597,0.12455357142857144,0.05607158883020952
2021,1,2021_01_DAL_TB,DAL,,,
2021,2,2021_02_DAL_LAC,DAL,,,
2021,3,2021_03_PHI_DAL,DAL,,,
2021,4,2021_04_CAR_DAL,DAL,,,
2021,5,2021_05_NYG_DAL,DAL,,,
2021,6,2021_06_DAL_NE,DAL,,,
2021,8,2021_08_DAL_MIN,DAL,0.04871030211359196,0.16032609021406527,0.06950617283950618
2021,9,2021_09_DEN_DAL,DAL,0.053214806618096466,0.19419996408793913,0.09033950617283949
2021,10,2021_10_ATL_DAL,DAL,0.06566488883562055,0.18456876841023184,0.1023313760915387
2021,11,2021_11_DAL_KC,DAL,0.06902906040837074,0.19704423799251383,0.10233137609153868
2021,12,2021_12_LV_DAL,DAL,0.06258966646897682,0.18833211678039263,0.08737411113427374
2021,13,2021_13_DAL_NO,DAL,0.07449442837373871,0.1861953646436405,0.08356458732474992
2021,14,2021_14_DAL_WAS,DAL,0.06835747746934595,0.17472895637490668,0.0902122606390899
2021,15,2021_15_DAL_NYG,DAL,0.0846863062981748,0.17168841583436611,0.06937892730575657
2021,16,2021_16_WAS_DAL,DAL,0.06898879060065909,0.16445390859985887,0.055998168498168494
2021,17,2021_17_ARI_DAL,DAL,0.0800170602496184,0.17625881695649137,0.042109279609279605
2021,18,2021_18_DAL_PHI,DAL,0.0715821009000249,0.16335231289145072,0.03970543345543345
2022,1,2022_01_TB_DAL,DAL,,,
2022,2,2022_02_CIN_DAL,DAL,,,
2022,3,2022_03_DAL_NYG,DAL,,,
2022,4,2022_04_WAS_DAL,DAL,,,
2022,5,2022_05_DAL_LA,DAL,,,
2022,6,2022_06_DAL_PHI,DAL,,,
2022,7,2022_07_DET_DAL,DAL,0.10216240271229388,0.20756141269659426,0.10872053872053872
2022,8,2022_08_CHI_DAL,DAL,0.11754987026883817,0.21145462737957535,0.10851851851851851
2022,10,2022_10_DAL_GB,DAL,0.11651627853757203,0.20434868422712058,0.10681309216192937
2022,11,2022_11_DAL_MIN,DAL,0.11182652384781734,0.1718811517595881,0.10869343404227126
2022,12,2022_12_NYG_DAL,DAL,0.1357822978035913,0.18877304365147998,0.10978275866100766
2022,13,2022_13_IND_DAL,DAL,0.13193338981934497,0.18205983205105036,0.08438593326418224
2022,14,2022_14_HOU_DAL,DAL,0.12114000602343805,0.18752661085676947,0.08438593326418224
2022,15,2022_15_DAL_JAX,DAL,0.09425828559333053,0.16681772993283475,0.08240395128220025
2022,16,2022_16_PHI_DAL,DAL,0.07591203236335636,0.1584197971162973,0.07694888381162891
2022,17,2022_17_DAL_TEN,DAL,0.060760517211841204,0.14326828196478214,0.08564325457496519
2022,18,2022_18_DAL_WAS,DAL,0.037359066981122686,0.12536012991028864,0.08686874477104362
2023,1,2023_01_DAL_NYG,DAL,,,
2023,2,2023_02_NYJ_DAL,DAL,,,
2023,3,2023_03_DAL_ARI,DAL,,,
2023,4,2023_04_NE_DAL,DAL,,,
2023,5,2023_05_DAL_SF,DAL,,,
2023,6,2023_06_DAL_LAC,DAL,,,
2023,8,2023_08_LA_DAL,DAL,0.08329997507629087,0.16793450839503468,0.09915311992480774
2023,9,2023_09_DAL_PHI,DAL,0.06102770280401859,0.13702860248912882,0.10808169135337918
2023,10,2023_10_NYG_DAL,DAL,0.06359180536812116,0.12848159394212025,0.08188219640388422
2023,11,2023_11_DAL_CAR,DAL,0.07574458314589894,0.1371621494976758,0.07837588504343541
2023,12,2023_12_WAS_DAL,DAL,0.09773532388663968,0.1684121494976758,0.07837588504343541
2023,13,2023_13_SEA_DAL,DAL,0.10521395636527216,0.17989719223271852,0.06828856194798223
2023,14,2023_14_PHI_DAL,DAL,0.10479624542124544,0.16861899674399675,0.06861794271214561
2023,15,2023_15_DAL_BUF,DAL,0.10128411259876778,0.1569651014694118,0.06952373981359489
2023,16,2023_16_DAL_MIA,DAL,0.0924700100346652,0.17940099890530925,0.06787459530730754
2023,17,2023_17_DET_DAL,DAL,0.07081430828027924,0.1604865252210987,0.08626924413673896
2023,18,2023_18_DAL_WAS,DAL,0.04291140537737634,0.15035139008596357,0.09678817821808539
2024,1,2024_01_DAL_CLE,DAL,,,
2024,2,2024_02_NO_DAL,DAL,,,
2024,3,2024_03_BAL_DAL,DAL,,,
2024,4,2024_04_DAL_NYG,DAL,,,
2024,5,2024_05_DAL_PIT,DAL,,,
2024,6,2024_06_DET_DAL,DAL,,,
2024,8,2024_08_DAL_SF,DAL,0.06627250428102004,0.154257108035976,0.05649272754535912
2024,9,2024_09_DAL_ATL,DAL,0.058569423048527046,0.11060631438518236,0.047720797720797715
2024,10,2024_10_PHI_DAL,DAL,0.061111180492245266,0.12549375084124625,0.06566951566951566
2024,11,2024_11_HOU_DAL,DAL,0.09197537802310947,0.15759251627334503,0.07005548058179636
2024,12,2024_12_DAL_WAS,DAL,0.09267224213460773,0.15015929908403028,0.048944369470685256
2024,13,2024_13_NYG_DAL,DAL,0.09241622574955909,0.149647266313933,0.05535462588094168
2024,14,2024_14_CIN_DAL,DAL,0.10206534855657662,0.17333147684024877,0.04609536662168242
2024,15,2024_15_DAL_CAR,DAL,0.09740696346340892,0.19041222218186368,0.05486729644624381
2024,16,2024_16_TB_DAL,DAL,0.1144730491569456,0.21474047200030957,0.04306174089068826
2024,17,2024_17_DAL_PHI,DAL,0.09779324878920197,0.18571499262022026,0.03867577597840756
2024,18,2024_18_WAS_DAL,DAL,0.0930313440272972,0.18972501768287695,0.04788212518475676
2016,1,2016_01_CAR_DEN,DEN,,,
2016,2,2016_02_IND_DEN,DEN,,,
2016,3,2016_03_DEN_CIN,DEN,,,
2016,4,2016_04_DEN_TB,DEN,,,
2016,5,2016_05_ATL_DEN,DEN,,,
2016,6,2016_06_DEN_SD,DEN,,,
2016,7,2016_07_HOU_DEN,DEN,0.0941521590715139,0.22569124423963136,0.06346706454465074
2016,8,2016_08_SD_DEN,DEN,0.08423152415087899,0.2131251066734938,0.06346706454465074
2016,9,2016_09_DEN_OAK,DEN,0.07853351845287329,0.2177547363031234,0.06987732095490716
2016,10,2016_10_DEN_NO,DEN,0.06958690950626435,0.2040462225946097,0.06225903707359201
2016,12,2016_12_KC_DEN,DEN,0.05430913172848656,0.15960177815016524,0.05737503218958712
2016,13,2016_13_DEN_JAX,DEN,0.06280586375463036,0.14685668011094957,0.04695836552292045
2016,14,2016_14_DEN_TEN,DEN,0.05592914457483541,0.15485868061107458,0.022608698251293108
2016,15,2016_15_NE_DEN,DEN,0.06645364422976985,0.14951016439299314,0.022608698251293108
2016,16,2016_16_DEN_KC,DEN,0.06343705297788448,0.1323533016478951,0.020471946114540975
2016,17,2016_17_OAK_DEN,DEN,0.05333604287687438,0.14027030956490302,0.03911849964481543
2017,1,2017_01_LAC_DEN,DEN,,,
2017,2,2017_02_DAL_DEN,DEN,,,
2017,3,2017_03_DEN_BUF,DEN,,,
2017,4,2017_04_OAK_DEN,DEN,,,
2017,6,2017_06_NYG_DEN,DEN,,,
2017,7,2017_07_DEN_LAC,DEN,,,
2017,8,2017_08_DEN_KC,DEN,0.08666098619125201,0.14961022424190995,0.08766719391719391
2017,9,2017_09_DEN_PHI,DEN,0.08680953045744334,0.13029946963703767,0.09815670440670439
2017,10,2017_10_NE_DEN,DEN,0.09151038515829805,0.11897468331225136,0.10877446502446503
2017,11,2017_11_CIN_DEN,DEN,0.07367412784835652,0.10201561898476598,0.1051172027465131
2017,12,2017_12_DEN_OAK,DEN,0.0728619121238601,0.11354908227261523,0.12135651898582933
2017,13,2017_13_DEN_MIA,DEN,0.0629551522171002,0.10364232236585531,0.1334623748416852
2017,14,2017_14_NYJ_DEN,DEN,0.055517694475382816,0.11006558132461125,0.13730852868783902
2017,15,2017_15_DEN_IND,DEN,0.07713385609154443,0.1332979045569345,0.1406530102931902
2017,16,2017_16_DEN_WAS,DEN,0.07139908906645481,0.1490685138759309,0.12570624534642524
2017,17,2017_17_KC_DEN,DEN,0.06701312415417411,0.14966121183704992,0.13720049821998848
2018,1,2018_01_SEA_DEN,DEN,,,
2018,2,2018_02_OAK_DEN,DEN,,,
2018,3,2018_03_DEN_BAL,DEN,,,
2018,4,2018_04_KC_DEN,DEN,,,
2018,5,2018_05_DEN_NYJ,DEN,,,
2018,6,2018_06_LA_DEN,DEN,,,
2018,7,2018_07_DEN_ARI,DEN,0.07475012909795518,0.13204428421819725,0.067329336517933
2018,8,2018_08_DEN_KC,DEN,0.07133132567915178,0.13004998222389527,0.05988886032745682
2018,9,2018_09_HOU_DEN,DEN,0.07554007988790598,0.14814762532153838,0.08149379859906175
2018,11,2018_11_DEN_LAC,DEN,0.09141309576092187,0.16005238722630025,0.11089495300021616
2018,12,2018_12_PIT_DEN,DEN,0.09865947257251606,0.14918282200890895,0.11730520941047258
2018,13,2018_13_DEN_CIN,DEN,0.0969686513164774,0.14857895727460946,0.09976134976134976
2018,14,2018_14_DEN_SF,DEN,0.08797628866557816,0.15991179787574272,0.10700772657294398
2018,15,2018_15_CLE_DEN,DEN,0.07964295533224484,0.16083772380166866,0.09430931387453127
2018,16,2018_16_DEN_OAK,DEN,0.08048470617399568,0.15284109080503566,0.0784362980015154
2018,17,2018_17_LAC_DEN,DEN,0.06284802187064471,0.14755008551403037,0.04863831820353559
2019,1,2019_01_DEN_OAK,DEN,,,
2019,2,2019_02_CHI_DEN,DEN,,,
2019,3,2019_03_DEN_GB,DEN,,,
2019,4,2019_04_JAX_DEN,DEN,,,
2019,5,2019_05_DEN_LAC,DEN,,,
2019,6,2019_06_TEN_DEN,DEN,,,
2019,7,2019_07_KC_DEN,DEN,0.05038510911424904,0.11772641691682091,0.10248372837390829
2019,8,2019_08_DEN_IND,DEN,0.05576145320027054,0.13385544917488543,0.10292464548149205
2019,9,2019_09_CLE_DEN,DEN,0.07874995894739699,0.15599252878322942,0.12368845712405786
2019,11,2019_11_DEN_MIN,DEN,0.08632571652315456,0.16539691749796295,0.1176914556248075
2019,12,2019_12_DEN_BUF,DEN,0.08472109521378357,0.13715558245303353,0.12695071488406676
2019,13,2019_13_LAC_DEN,DEN,0.09113135162403997,0.1459696850171361,0.13781064396208095
2019,14,2019_14_DEN_HOU,DEN,0.07830106707119446,0.14063431916347757,0.12111661002666768
2019,15,2019_15_DEN_KC,DEN,0.08235868524932388,0.14337321143371495,0.108770931014322
2019,16,2019_16_DET_DEN,DEN,0.07219069232271028,0.13025797418054666,0.08984619983152631
2019,17,2019_17_OAK_DEN,DEN,0.08842445855647652,0.15082074474331722,0.06685769408439989
2020,1,2020_01_TEN_DEN,DEN,,,
2020,2,2020_02_DEN_PIT,DEN,,,
2020,3,2020_03_TB_DEN,DEN,,,
2020,4,2020_04_DEN_NYJ,DEN,,,
2020,6,2020_06_DEN_NE,DEN,,,
2020,7,2020_07_KC_DEN,DEN,,,
2020,8,2020_08_LAC_DEN,DEN,0.08019119131793345,0.1760723158714391,0.048783993783993784
2020,9,2020_09_DEN_ATL,DEN,0.08364968934164886,0.16404991797947596,0.05755592360855519
2020,10,2020_10_DEN_LV,DEN,0.08869044438240391,0.1926856966152546,0.05802940845704004
2020,11,2020_11_MIA_DEN,DEN,0.08035711104907058,0.1676856966152546,0.04876111577411321
2020,12,2020_12_NO_DEN,DEN,0.0834765406390884,0.16478908342452378,0.04467614845385177
2020,13,2020_13_DEN_KC,DEN,0.0882869537686866,0.14809412021003596,0.045841649619352935
2020,14,2020_14_DEN_CAR,DEN,0.06936348867196665,0.1241243977541907,0.05341740719511051
2020,15,2020_15_BUF_DEN,DEN,0.0772686270118876,0.13235891685827503,0.052581985307057044
2020,16,2020_16_DEN_LAC,DEN,0.07232465865328509,0.11214357956976699,0.036956985307057044
2020,17,2020_17_LV_DEN,DEN,0.08184846817709461,0.1454769129031003,0.04955861132331721
2021,1,2021_01_DEN_NYG,DEN,,,
2021,2,2021_02_DEN_JAX,DEN,,,
2021,3,2021_03_NYJ_DEN,DEN,,,
2021,4,2021_04_BAL_DEN,DEN,,,
2021,5,2021_05_DEN_PIT,DEN,,,
2021,6,2021_06_LV_DEN,DEN,,,
2021,7,2021_07_DEN_CLE,DEN,0.06454675592606628,0.12383478590375142,0.07561813186813186
2021,8,2021_08_WAS_DEN,DEN,0.060901708163371454,0.1355240770048072,0.06400197025197026
2021,9,2021_09_DEN_DAL,DEN,0.07507919734086062,0.14396563544636568,0.05358530358530359
2021,10,2021_10_PHI_DEN,DEN,0.06237594530834031,0.12679083869839816,0.05928330928330928
2021,12,2021_12_LAC_DEN,DEN,0.06320927864167364,0.11762417203173152,0.05543715543715543
2021,13,2021_13_DEN_KC,DEN,0.0672156888980839,0.1360536592112187,0.04619345795816384
2021,14,2021_14_DET_DEN,DEN,0.06127699158007623,0.13547894656754053,0.05313790240260829
2021,15,2021_15_CIN_DEN,DEN,0.06450511209657551,0.12722930524759793,0.0639604132251191
2021,16,2021_16_DEN_LV,DEN,0.06479648738795081,0.14296357098186366,0.07037066963537551
2021,17,2021_17_DEN_LAC,DEN,0.06901208509948348,0.14115688624834968,0.060185484450190334
2021,18,2021_18_KC_DEN,DEN,0.05567875176615015,0.1372859185064142,0.06641259067729656
2022,1,2022_01_DEN_SEA,DEN,,,
2022,2,2022_02_HOU_DEN,DEN,,,
2022,3,2022_03_SF_DEN,DEN,,,
2022,4,2022_04_DEN_LV,DEN,,,
2022,5,2022_05_IND_DEN,DEN,,,
2022,6,2022_06_DEN_LAC,DEN,,,
2022,7,2022_07_NYJ_DEN,DEN,0.07969382578241523,0.16166960683091844,0.0848984105563053
2022,8,2022_08_DEN_JAX,DEN,0.08582409398164896,0.16243589035582265,0.0848984105563053
2022,10,2022_10_DEN_TEN,DEN,0.08372998213143952,0.1481466565543937,0.07679655870445344
2022,11,2022_11_LV_DEN,DEN,0.06803246643392384,0.13586164426938144,0.07527100569148625
